""	"H1975_DMSO_1"	"H1975_DMSO_2"	"H1975_DMSO_3"	"H1975_osi_DTP_1"	"H1975_osi_DTP_2"	"H1975_osi_DTP_3"
"AARS1"	315.394032063198	345.924736040111	319.811781224314	393.807475009539	366.258418677087	496.728769288899
"AARS2"	29.0796985438459	30.0578531995436	25.7039040654487	29.8273485293921	27.299593997291	33.8381556770207
"AARSD1"	31.9370408066032	38.2826651770852	30.3640654534977	26.432240724283	28.4279865866522	30.5582373894927
"AASDH"	12.9797216044195	13.2241580585709	13.5907313002593	18.5182544032165	16.6159089943027	17.2974275983602
"AASDHPPT"	68.5764249174668	77.0158765805755	58.0972421606583	63.2608484561662	74.276756634825	60.7922136429224
"AASS"	0.276631137210381	0.613086784501134	0.554424650582276	5.77304593907546	3.07151737941022	2.68583029384586
"AATF"	157.452101692508	173.485470797377	157.198776699884	86.8153907129796	104.089325626021	90.2390241193581
"AATK"	1.84250615545484	0.723976846072283	1.02738146078596	1.21506062942959	0.933273130141991	3.13528724027114
"ABAT"	5.55362353665453	4.38936474937484	5.59197281292766	18.0191535605092	10.6271056041646	12.2514821381265
"ABCA1"	120.730385317349	82.0673337331912	115.591158651708	167.430586433975	138.797179208667	65.9412503879133
"ABCA10"	0.582698078397128	0.567976515087406	0.249356909857793	0.63333965807997	0.518870053164304	0.593569213281029
